,ID,Street,Number,Address,Latitude,Longitude,LocationID,Description,Category,ServiceTime,Profit
192,PE-FWI-2-3074,Charlottenstraße,2,"Charlottenstraße, 2, Dresden",51.0698844,13.77935875,181,Kontrollschacht,2,660,2
193,PE-FWI-3-9783,Mühlbacher Straße,6,"Mühlbacher Straße, 6, Dresden",51.0358372,13.8094516,182,Entlüftung,3,780,1
194,PE-FWI-2-6463,Berchtesgadener Straße,3,"Berchtesgadener Straße, 3, Dresden",51.026687,13.8248233,183,KontrollBauwerk,2,720,2
195,PE-FWI-4-7176,Reichenauer Weg,14,"Reichenauer Weg, 14, Dresden",51.0299848,13.8135501,184,Erdarmatur,4,900,3
196,PE-FWI-4-1343,Calvinstraße,18,"Calvinstraße, 18, Dresden",51.0339213,13.7881378,185,Erdarmatur,4,600,3
197,PE-FWI-3-6674,Elsterwerdaer Straße,22,"Elsterwerdaer Straße, 22, Dresden",51.0039443,13.8004585,186,Entlüftung,3,780,1
198,PE-FWI-1-5498,Schützengasse,2,"Schützengasse, 2, Dresden",51.0543974,13.7274718,187,Rohrbrücke,1,900,3
199,PE-FWI-2-3113,Osterbergstraße,10,"Osterbergstraße, 10, Dresden",51.0788178,13.7249283,188,Kontrollschacht,2,900,2
200,PE-FWI-2-290,Manitiusstraße,1,"Manitiusstraße, 1, Dresden",51.05726,13.7155234408,189,Zuluftschacht,2,900,2
201,PE-FWI-1-487,Espenstraße,1,"Espenstraße, 1, Dresden",51.0438734,13.6645657433,190,Stütze,1,660,3
202,PE-FWI-2-9707,Heynahtsstraße,6,"Heynahtsstraße, 6, Dresden",51.0364624,13.7887106,191,Zuluftschacht,2,1080,2
203,PE-FWI-2-4209,Göhrener Weg,29,"Göhrener Weg, 29, Dresden",51.1223355,13.7807587,192,Kontrollschacht,2,780,2
204,PE-FWI-3-1911,Neubertstraße,3,"Neubertstraße, 3, Dresden",51.0591219,13.7742846,193,Entlüftung,3,900,1
205,PE-FWI-3-3268,Bergfelderweg,9,"Bergfelderweg, 9, Dresden",51.0231313,13.8033533,194,Abzweigung,3,660,1
206,PE-FWI-4-6989,Dobritzer Straße,10,"Dobritzer Straße, 10, Dresden",51.0233879,13.8046477,195,Erdarmatur,4,720,3
207,PE-FWI-3-8229,Geystraße,25,"Geystraße, 25, Dresden",51.0239408,13.7544919,196,Belüftung,3,600,1
208,PE-FWI-2-5656,Baluschekstraße,4,"Baluschekstraße, 4, Dresden",51.0452218,13.7030711,197,KontrollBauwerk,2,840,2
209,PE-FWI-2-2450,Alexander-Herzen-Straße,8,"Alexander-Herzen-Straße, 8, Dresden",51.11713035,13.7846512384,198,Kontrollschacht,2,600,2
210,PE-FWI-4-1661,Mühlsdorfer Weg,14,"Mühlsdorfer Weg, 14, Dresden",51.0114003,13.8209701,199,Erdarmatur,4,600,3
211,PE-FWI-2-293,Meisenweg,3,"Meisenweg, 3, Dresden",51.0101211,13.7926708,200,Kontrollschacht,2,720,2
212,PE-FWI-4-8574,Münchner Straße,15,"Münchner Straße, 15, Dresden",51.032685,13.7298377,201,Erdarmatur,4,600,3
213,PE-FWI-4-7527,Wiener Platz,2,"Wiener Platz, 2, Dresden",51.041271,13.7309737418,202,Erdarmatur,4,660,3
214,PE-FWI-4-3600,Altmarkt,23,"Altmarkt, 23, Dresden",51.0496576,13.7366244,203,Erdarmatur,4,660,3
215,PE-FWI-2-2769,Finsterwalder Straße,19,"Finsterwalder Straße, 19, Dresden",51.0052337,13.8024745,204,Zuluftschacht,2,1080,2
216,PE-FWI-2-4375,Am Schießhaus,10,"Am Schießhaus, 10, Dresden",51.0545044,13.727992799999999,205,KontrollBauwerk,2,900,2
217,PE-FWI-2-5,Hohenthalplatz,6,"Hohenthalplatz, 6, Dresden",51.0587375,13.7135093846,206,Kontrollschacht,2,840,2
218,PE-FWI-2-5110,Ginsterstraße,22,"Ginsterstraße, 22, Dresden",51.051186,13.666081,207,Kontrollschacht,2,600,2
219,PE-FWI-4-907,Böllstraße,20,"Böllstraße, 20, Dresden",51.0218048,13.7339882,208,Erdarmatur,4,600,3
220,PE-FWI-4-7163,Neubertstraße,6,"Neubertstraße, 6, Dresden",51.0591219,13.7742846,193,Erdarmatur,4,720,3
221,PE-FWI-4-9494,Dülferstraße,6,"Dülferstraße, 6, Dresden",51.0271374,13.7275644,209,Erdarmatur,4,900,3
222,PE-FWI-2-6916,Sudhausweg,5,"Sudhausweg, 5, Dresden",51.0694601,13.7773286,210,Kontrollschacht,2,660,2
223,PE-FWI-2-3282,Wallstraße,12,"Wallstraße, 12, Dresden",51.0490104,13.7336407,211,KontrollBauwerk,2,840,2
224,PE-FWI-3-1448,Schanzenstraße,5,"Schanzenstraße, 5, Dresden",51.0758445,13.7494661981,212,Entlüftung,3,780,1
225,PE-FWI-4-2832,Bulgakowstraße,4,"Bulgakowstraße, 4, Dresden",51.0216598,13.7359626,213,Erdarmatur,4,660,3
226,PE-FWI-4-4767,Schießgasse / Tzschirnerplatz,-,"Schießgasse & Tzschirnerplatz, Dresden",51.0513599874,13.74469998,214,Erdarmatur,4,900,3
227,PE-FWI-2-3838,Ritterstraße,20,"Ritterstraße, 20, Dresden",51.0601401,13.7444469,215,KontrollBauwerk,2,780,2
228,PE-FWI-2-963,Schumannstraße,15,"Schumannstraße, 15, Dresden",51.0447605,13.7656699,216,Zuluftschacht,2,1020,2
229,PE-FWI-4-9637,Hirschbacher Weg,7,"Hirschbacher Weg, 7, Dresden",51.0306054,13.7945625,217,Erdarmatur,4,720,3
230,PE-FWI-2-9806,Suttnerstraße,13,"Suttnerstraße, 13, Dresden",51.021707,13.8128022,131,Zuluftschacht,2,900,2
231,PE-FWI-1-3846,Muldaer Straße,28,"Muldaer Straße, 28, Dresden",51.0210547,13.7158879,218,Brunnen,1,1200,3
232,PE-FWI-2-6670,Dörnichtweg,30,"Dörnichtweg, 30, Dresden",51.1165869,13.7708528,219,Zuluftschacht,2,1140,2
233,PE-FWI-3-4600,Neumarkt,1,"Neumarkt, 1, Dresden",51.0518885,13.7403526,220,Belüftung,3,780,1
234,PE-FWI-4-6045,Altdobritz,3,"Altdobritz, 3, Dresden",51.0187173,13.8121793231,221,Erdarmatur,4,660,3
235,PE-FWI-4-6108,Barbarossaplatz,7,"Barbarossaplatz, 7, Dresden",51.0484236,13.7907206065,222,Erdarmatur,4,900,3
236,PE-FWI-2-2071,Altenberger Straße,90,"Altenberger Straße, 90, Dresden",51.0320991,13.8085408,223,KontrollBauwerk,2,900,2
237,PE-FWI-4-9436,Mügelner Straße / Seidnitzer Weg,-,"Mügelner Straße & Seidnitzer Weg, Dresden",51.0124599938,13.798650016,224,Erdarmatur,4,720,3
238,PE-FWI-2-9287,Maria-Cebotari-Straße,23,"Maria-Cebotari-Straße, 23, Dresden",51.0513721,13.7713806,225,Kontrollschacht,2,600,2
239,PE-FWI-4-5678,Marienallee,9,"Marienallee, 9, Dresden",51.0704076,13.7659871,226,Erdarmatur,4,600,3
240,PE-FWI-2-8369,Heinrich-Tessenow-Weg,1,"Heinrich-Tessenow-Weg, 1, Dresden",51.1125921,13.7588107525,227,KontrollBauwerk,2,780,2
241,PE-FWI-1-699,Hepkestraße,122,"Hepkestraße, 122, Dresden",51.0347261,13.79874,228,Stütze,1,720,3
242,PE-FWI-2-3915,Reisstraße,34,"Reisstraße, 34, Dresden",51.006977,13.8236892,229,Zuluftschacht,2,1200,2
243,PE-FWI-1-8367,Seidnitzer Straße,6,"Seidnitzer Straße, 6, Dresden",51.0476031,13.752844275,230,Stütze,1,840,3
244,PE-FWI-4-9927,Bünaustraße,25,"Bünaustraße, 25, Dresden",51.04018775,13.6994034962,231,Erdarmatur,4,720,3
245,PE-FWI-4-8192,Hasenberg,5,"Hasenberg, 5, Dresden",51.0532684,13.7467277,232,Erdarmatur,4,780,3
246,PE-FWI-2-5332,Lassallestraße,7,"Lassallestraße, 7, Dresden",51.0190054,13.811045182099999,233,KontrollBauwerk,2,780,2
247,PE-FWI-2-3517,Rudolfstraße,5,"Rudolfstraße, 5, Dresden",51.0688156,13.7402826,234,KontrollBauwerk,2,720,2
248,PE-FWI-1-6962,Hahnebergstraße,7,"Hahnebergstraße, 7, Dresden",51.0402257,13.7170067,235,Rohrbrücke,1,1080,3
249,PE-FWI-2-3713,Strehlener Platz,3,"Strehlener Platz, 3, Dresden",51.0337166,13.7496199,236,KontrollBauwerk,2,720,2
250,PE-FWI-2-6204,Provianthofstraße,9,"Provianthofstraße, 9, Dresden",51.0821977,13.7599004,237,Zuluftschacht,2,960,2
251,PE-FWI-3-5291,Altleuben,12,"Altleuben, 12, Dresden",51.0111726,13.8264036,238,Abzweigung,3,720,1
252,PE-FWI-2-168,Hopfgartenstraße,15,"Hopfgartenstraße, 15, Dresden",51.0538838,13.7625182,239,Zuluftschacht,2,1020,2
253,PE-FWI-4-2852,Georgenstraße,4,"Georgenstraße, 4, Dresden",51.062224,13.7486279,240,Erdarmatur,4,780,3
254,PE-FWI-2-5923,Landhausstraße,10,"Landhausstraße, 10, Dresden",51.0510173,13.7415291,170,Kontrollschacht,2,780,2
255,PE-FWI-3-2250,Helmholtzstraße,16,"Helmholtzstraße, 16, Dresden",51.02746265,13.7237928869,241,Abzweigung,3,600,1
256,PE-FWI-4-736,Hertzstraße,7,"Hertzstraße, 7, Dresden",51.0117262,13.8245385,242,Erdarmatur,4,600,3
257,PE-FWI-3-4257,Stresemannplatz,1,"Stresemannplatz, 1, Dresden",51.04388815,13.7740369765,243,Belüftung,3,660,1
258,PE-FWI-2-5457,Gubener Straße,30,"Gubener Straße, 30, Dresden",51.0094076,13.7967539,244,KontrollBauwerk,2,600,2
259,PE-FWI-3-9509,Kesselsdorfer Straße,23,"Kesselsdorfer Straße, 23, Dresden",51.043343,13.6979972,245,Entlüftung,3,720,1
260,PE-FWI-2-7882,Am Steingarten,6,"Am Steingarten, 6, Dresden",51.0061819,13.8144741,246,Zuluftschacht,2,1080,2
261,PE-FWI-4-1826,Cranachstraße,4,"Cranachstraße, 4, Dresden",51.0492584,13.7669447,247,Erdarmatur,4,600,3
262,PE-FWI-1-1226,Ikarusweg,4,"Ikarusweg, 4, Dresden",51.1314436,13.7860212,248,Armatur,1,600,3
263,PE-FWI-2-5640,Gerokstraße,10,"Gerokstraße, 10, Dresden",51.0537589,13.7588946,249,Zuluftschacht,2,960,2
264,PE-FWI-1-6444,Am Steingarten,3,"Am Steingarten, 3, Dresden",51.00628695,13.814983065,250,Bauwerk,1,1260,3
265,PE-FWI-4-4333,Hartmut-Dost-Straße,1,"Hartmut-Dost-Straße, 1, Dresden",51.0804164,13.7533159,251,Erdarmatur,4,900,3
266,PE-FWI-2-2714,Ockerwitzer Straße,13,"Ockerwitzer Straße, 13, Dresden",51.05854795,13.6821554468,252,KontrollBauwerk,2,660,2
267,PE-FWI-4-5447,Brünner Straße,8,"Brünner Straße, 8, Dresden",51.02746975,13.8284475019,253,Erdarmatur,4,720,3
268,PE-FWI-2-3721,Konkordienstraße,55,"Konkordienstraße, 55, Dresden",51.0760343,13.7216120429,254,Kontrollschacht,2,780,2
269,PE-FWI-2-4028,Tharandter Straße,49,"Tharandter Straße, 49, Dresden",51.0352703,13.7044008,255,Zuluftschacht,2,960,2
270,PE-FWI-2-5939,Zur Steinhöhe,4,"Zur Steinhöhe, 4, Dresden",51.1337939,13.7788677,152,Zuluftschacht,2,900,2
271,PE-FWI-4-8877,An der Herzogin Garten,12,"An der Herzogin Garten, 12, Dresden",51.0546094,13.7287055,256,Erdarmatur,4,780,3
272,PE-FWI-3-7842,Leubnitzer Str.,3,"Leubnitzer Str., 3, Dresden",51.0394691,13.7200979,257,Abzweigung,3,780,1
273,PE-FWI-2-7921,Jahnstraße,1,"Jahnstraße, 1, Dresden",51.0540622,13.7241059,258,KontrollBauwerk,2,600,2
274,PE-FWI-3-3371,Lukasplatz,5,"Lukasplatz, 5, Dresden",51.0319969,13.7348679,259,Abzweigung,3,660,1
275,PE-FWI-2-4504,Wilsdruffer Straße,3,"Wilsdruffer Straße, 3, Dresden",51.0492917,13.7433884,260,Kontrollschacht,2,600,2
276,PE-FWI-2-6029,Pieschener Allee,1,"Pieschener Allee, 1, Dresden",51.0611433,13.7273511,261,Kontrollschacht,2,900,2
277,PE-FWI-3-9636,Michelangelostraße,10,"Michelangelostraße, 10, Dresden",51.0233158,13.7445389,262,Belüftung,3,780,1
278,PE-FWI-4-5952,Haeckelstraße,2,"Haeckelstraße, 2, Dresden",51.0272457,13.7321845,263,Erdarmatur,4,840,3
279,PE-FWI-4-914,Königstraße,18,"Königstraße, 18, Dresden",51.0615848,13.7433733,264,Erdarmatur,4,840,3
280,PE-FWI-2-8519,Saxoniastraße,23,"Saxoniastraße, 23, Dresden",51.0435188,13.7073867,265,Kontrollschacht,2,720,2
281,PE-FWI-4-4434,Moränenende,8,"Moränenende, 8, Dresden",51.0114256,13.8080695,266,Erdarmatur,4,600,3
282,PE-FWI-4-4558,Schlüterstraße,26,"Schlüterstraße, 26, Dresden",51.0393204,13.7930304,267,Erdarmatur,4,600,3
283,PE-FWI-4-1087,Bertolt-Brecht-Allee,34,"Bertolt-Brecht-Allee, 34, Dresden",51.0402953,13.7793688,268,Erdarmatur,4,720,3
284,PE-FWI-2-8031,Postelwitzer Straße,9,"Postelwitzer Straße, 9, Dresden",51.034598,13.7861974,269,Zuluftschacht,2,1020,2
285,PE-FWI-4-2805,Geystraße,4,"Geystraße, 4, Dresden",51.0246133,13.757289,270,Erdarmatur,4,720,3
286,PE-FWI-1-2811,Semmelweisstraße,5,"Semmelweisstraße, 5, Dresden",51.0508298,13.7080832,271,Brunnen,1,1080,3
287,PE-FWI-4-9639,Bärwalder Straße,13,"Bärwalder Straße, 13, Dresden",51.0816639,13.7433952,272,Erdarmatur,4,900,3
288,PE-FWI-1-4106,Georg-Wrba-Straße,29,"Georg-Wrba-Straße, 29, Dresden",51.0329712,13.7462304,273,Rohrbrücke,1,1320,3
289,PE-FWI-4-1006,Eibenstocker Straße,36,"Eibenstocker Straße, 36, Dresden",51.0392066,13.7903712,274,Erdarmatur,4,600,3
290,PE-FWI-4-5527,Langebrücker Straße,5,"Langebrücker Straße, 5, Dresden",51.11964515,13.791337414200001,275,Erdarmatur,4,780,3
291,PE-FWI-3-9079,Senftenberger Straße,36,"Senftenberger Straße, 36, Dresden",51.0040313,13.8038746,276,Abzweigung,3,720,1
292,PE-FWI-3-3564,Siebekingstraße,5,"Siebekingstraße, 5, Dresden",51.0389034,13.7865029,277,Belüftung,3,600,1
293,PE-FWI-4-5908,Schweriner Straße / Grüne Straße 11a,-,"Schweriner Straße & Grüne Straße 11a, Dresden",51.0527999983,13.727439965,278,Erdarmatur,4,780,3
294,PE-FWI-1-6042,Glasewaldtstraße,35,"Glasewaldtstraße, 35, Dresden",51.04366975,13.8019263515,279,Bauwerk,1,1200,3
295,PE-FWI-2-7702,Teplitzer Straße,3,"Teplitzer Straße, 3, Dresden",51.0262058,13.7557591,280,Zuluftschacht,2,1080,2
296,PE-FWI-3-9941,Hagebuttenweg,2,"Hagebuttenweg, 2, Dresden",51.0493453,13.6571379,281,Belüftung,3,900,1
297,PE-FWI-1-2998,Seidnitzer Straße,8,"Seidnitzer Straße, 8, Dresden",51.0478979,13.7529258,282,Stütze,1,720,3
298,PE-FWI-4-1693,Schützengasse,5,"Schützengasse, 5, Dresden",51.05418195,13.7271042621,283,Erdarmatur,4,900,3
299,PE-FWI-4-9325,Zellescher Weg/Schinkelstraße,-,"Zellescher Weg & Schinkelstraße, Dresden",51.0280281564,13.7473416254,284,Erdarmatur,4,600,3
300,PE-FWI-2-8262,Uhlandstraße,23,"Uhlandstraße, 23, Dresden",51.0384709,13.7402833,285,Zuluftschacht,2,1020,2
301,PE-FWI-4-152,Erna-Sack-Straße,7,"Erna-Sack-Straße, 7, Dresden",50.9906421,13.789359,286,Erdarmatur,4,600,3
302,PE-FWI-4-2025,Große Meißner Straße,3,"Große Meißner Straße, 3, Dresden",51.0592989,13.7390533,287,Erdarmatur,4,840,3
303,PE-FWI-2-3434,Wintergartenstraße,1,"Wintergartenstraße, 1, Dresden",51.0446477,13.7609068,288,Kontrollschacht,2,660,2
304,PE-FWI-4-7491,Auguste-Lazar-Straße,4,"Auguste-Lazar-Straße, 4, Dresden",51.0202055,13.7338517,289,Erdarmatur,4,900,3
305,PE-FWI-4-1337,Uhlandstr.,9,"Uhlandstr., 9, Dresden",51.0384709,13.7402833,285,Erdarmatur,4,660,3
306,PE-FWI-4-4000,Florian-Geyer-Straße,13,"Florian-Geyer-Straße, 13, Dresden",51.0577438,13.7626264,290,Erdarmatur,4,660,3
307,PE-FWI-4-9756,Am Jägerpark,12,"Am Jägerpark, 12, Dresden",51.0729986,13.7878953,291,Erdarmatur,4,900,3
308,PE-FWI-2-5725,Am Brauhaus,9,"Am Brauhaus, 9, Dresden",51.0670648,13.7800045,292,Kontrollschacht,2,720,2
309,PE-FWI-2-7834,Strehlener Platz,9,"Strehlener Platz, 9, Dresden",51.0339576,13.7493114,293,Kontrollschacht,2,840,2
310,PE-FWI-4-7628,Alfred-Althus-Straße,14,"Alfred-Althus-Straße, 14, Dresden",51.0523611,13.7243954,294,Erdarmatur,4,600,3
311,PE-FWI-1-1320,Richard-Rösch-Straße,20,"Richard-Rösch-Straße, 20, Dresden",51.0921725,13.7032203,295,Armatur,1,780,3
312,PE-FWI-1-8472,Schönaer Straße,47,"Schönaer Straße, 47, Dresden",51.0032233,13.8377638,296,Rohrbrücke,1,900,3
313,PE-FWI-4-1011,Zwickauer Straße,117,"Zwickauer Straße, 117, Dresden",51.03085075,13.7057043969,297,Erdarmatur,4,780,3
314,PE-FWI-4-7444,Hopfgartenstraße,3,"Hopfgartenstraße, 3, Dresden",51.054255,13.7651419,298,Erdarmatur,4,600,3
315,PE-FWI-2-3290,Georg-Mehrtens-Straße,9,"Georg-Mehrtens-Straße, 9, Dresden",51.0154532,13.793482,299,Zuluftschacht,2,1200,2
316,PE-FWI-2-2906,Kleestraße,5,"Kleestraße, 5, Dresden",51.0921869,13.7024966,300,Kontrollschacht,2,840,2
317,PE-FWI-1-4832,Struvestraße,5,"Struvestraße, 5, Dresden",51.0417006,13.7401119,301,Rohrbrücke,1,1080,3
318,PE-FWI-4-1372,Vetschauer Straße,16,"Vetschauer Straße, 16, Dresden",51.0106721,13.7960393,302,Erdarmatur,4,720,3
319,PE-FWI-4-2493,Schlömilchstraße,7,"Schlömilchstraße, 7, Dresden",51.03438245,13.817469150099999,303,Erdarmatur,4,600,3
320,PE-FWI-4-9521,Zur Wetterwarte,53,"Zur Wetterwarte, 53, Dresden",51.1309572,13.7800155,304,Erdarmatur,4,600,3
321,PE-FWI-3-1307,Zellescher Weg,39,"Zellescher Weg, 39, Dresden",51.0293861,13.7338776,305,Entlüftung,3,780,1
322,PE-FWI-4-8500,Seidnitzer Weg,10,"Seidnitzer Weg, 10, Dresden",51.0151329,13.8002496,306,Erdarmatur,4,720,3
323,PE-FWI-2-7729,Hans-Grundig-Straße/Gerokstraße,-,"Hans-Grundig-Straße & Gerokstraße, Dresden",51.0531400102,13.7619399623,307,KontrollBauwerk,2,720,2
324,PE-FWI-4-5226,Am See,7,"Am See, 7, Dresden",51.0492185,13.7314856,308,Erdarmatur,4,900,3
325,PE-FWI-4-4678,Hermann-Hesse-Straße,11,"Hermann-Hesse-Straße, 11, Dresden",51.0653133,13.8192206,309,Erdarmatur,4,900,3
326,PE-FWI-4-9938,Talstraße,2,"Talstraße, 2, Dresden",51.0655168,13.7583224074,310,Erdarmatur,4,900,3
327,PE-FWI-4-4138,Johnsbacher Weg,12,"Johnsbacher Weg, 12, Dresden",51.0300031,13.81024,311,Erdarmatur,4,900,3
328,PE-FWI-4-6334,Fischhausstraße,10,"Fischhausstraße, 10, Dresden",51.06846595,13.786942142000001,312,Erdarmatur,4,900,3
329,PE-FWI-4-3436,Pulsnitzer Straße,17,"Pulsnitzer Straße, 17, Dresden",51.0634188,13.7575342,313,Erdarmatur,4,900,3
330,PE-FWI-2-1010,Förstereistraße,7,"Förstereistraße, 7, Dresden",51.0714597,13.7527777,314,KontrollBauwerk,2,840,2
331,PE-FWI-2-3913,Birkenstraße,13,"Birkenstraße, 13, Dresden",51.047543,13.6668297,315,Kontrollschacht,2,720,2
332,PE-FWI-2-1479,Heynahtsstraße,2,"Heynahtsstraße, 2, Dresden",51.0361858,13.7886864,316,Zuluftschacht,2,1200,2
333,PE-FWI-2-5140,Händelallee,2,"Händelallee, 2, Dresden",51.05975745,13.78747985,317,Kontrollschacht,2,720,2
334,PE-FWI-3-8895,Trattendorfer Straße,5,"Trattendorfer Straße, 5, Dresden",51.0097344,13.800396,318,Belüftung,3,720,1
335,PE-FWI-2-3060,Reicker Straße,19,"Reicker Straße, 19, Dresden",51.0257275,13.768939601,319,Kontrollschacht,2,660,2
336,PE-FWI-4-72,Alexander-Puschkin-Platz,1,"Alexander-Puschkin-Platz, 1, Dresden",51.06992195,13.7294836,320,Erdarmatur,4,840,3
337,PE-FWI-4-9670,Florian-Geyer-Straße,52,"Florian-Geyer-Straße, 52, Dresden",51.056766,13.7609144,321,Erdarmatur,4,900,3
338,PE-FWI-3-2027,Dr.-Külz-Ring,15,"Dr.-Külz-Ring, 15, Dresden",51.0476331,13.7375834,322,Belüftung,3,600,1
339,PE-FWI-4-4143,Mohorner Straße,13,"Mohorner Straße, 13, Dresden",51.034529,13.7005079003,323,Erdarmatur,4,780,3
340,PE-FWI-2-3256,Pfotenhauerstraße,36,"Pfotenhauerstraße, 36, Dresden",51.0551173,13.7658587,324,Kontrollschacht,2,600,2
341,PE-FWI-4-5845,Leubnitzer Straße,28,"Leubnitzer Straße, 28, Dresden",51.03697385,13.7262046686,325,Erdarmatur,4,840,3
342,PE-FWI-4-2325,St.Petersburger Straße / Grunaer Straße,-,"St.Petersburger Straße & Grunaer Straße, Dresden",51.0490000206,13.7453800038,759,Erdarmatur,4,780,3
343,PE-FWI-4-5942,Am Brauhaus,6,"Am Brauhaus, 6, Dresden",51.0683274,13.7775608,326,Erdarmatur,4,840,3
344,PE-FWI-2-2472,Pestitzer Weg,11,"Pestitzer Weg, 11, Dresden",51.0272271,13.750189,327,Zuluftschacht,2,1020,2
345,PE-FWI-2-7485,Donathstraße,26,"Donathstraße, 26, Dresden",51.0270898,13.8285576,328,Kontrollschacht,2,780,2
346,PE-FWI-4-6422,Liebethaler Weg,7,"Liebethaler Weg, 7, Dresden",51.0337017,13.7969323,329,Erdarmatur,4,720,3
347,PE-FWI-4-728,Tittmannstraße,3,"Tittmannstraße, 3, Dresden",51.0518495,13.7874434,330,Erdarmatur,4,600,3
348,PE-FWI-4-3522,Weideweg,13,"Weideweg, 13, Dresden",51.0425736,13.6605723,331,Erdarmatur,4,600,3
349,PE-FWI-4-4125,Toeplerstraße,58,"Toeplerstraße, 58, Dresden",51.0274915,13.8196027,332,Erdarmatur,4,780,3
350,PE-FWI-2-338,Freiberger Platz,8,"Freiberger Platz, 8, Dresden",51.0500434,13.7253758,127,Kontrollschacht,2,780,2
351,PE-FWI-4-3260,Gabelsberger Straße,9,"Gabelsberger Straße, 9, Dresden",51.0498352,13.7740102,66,Erdarmatur,4,900,3
352,PE-FWI-2-5351,Dohnaer Straße,190,"Dohnaer Straße, 190, Dresden",51.00293165,13.789855435,333,Zuluftschacht,2,1140,2
353,PE-FWI-4-1769,Dr.-Friedrich-Wolf-Straße,28,"Dr.-Friedrich-Wolf-Straße, 28, Dresden",51.06752185,13.7454742588,334,Erdarmatur,4,900,3
354,PE-FWI-2-3546,Uhlandstraße,25,"Uhlandstraße, 25, Dresden",51.0351963,13.7387628,335,Zuluftschacht,2,1140,2
355,PE-FWI-4-7656,Wasastraße,1,"Wasastraße, 1, Dresden",51.03169035,13.757597541700001,336,Erdarmatur,4,900,3
356,PE-FWI-4-2254,Lindenaustraße,5,"Lindenaustraße, 5, Dresden",51.03813435,13.7301336606,337,Erdarmatur,4,720,3
357,PE-FWI-2-3441,Sadisdorfer Weg,6,"Sadisdorfer Weg, 6, Dresden",51.0194336,13.7208948,338,KontrollBauwerk,2,780,2
358,PE-FWI-2-431,Mommsenstraße,11,"Mommsenstraße, 11, Dresden",51.0267562,13.7277236989,339,Zuluftschacht,2,900,2
359,PE-FWI-3-708,Gohliser Straße,5,"Gohliser Straße, 5, Dresden",51.04452085,13.69653055,340,Belüftung,3,840,1
360,PE-FWI-4-9155,Lingnerplatz,3,"Lingnerplatz, 3, Dresden",51.0441295,13.7473323,341,Erdarmatur,4,840,3
361,PE-FWI-3-3073,Neumarkt,4,"Neumarkt, 4, Dresden",51.05130985,13.7407112798,342,Abzweigung,3,600,1
362,PE-FWI-2-434,Schützenhöhe,18,"Schützenhöhe, 18, Dresden",51.0810858,13.7514493,343,KontrollBauwerk,2,900,2
363,PE-FWI-4-518,Sebnitzer Straße,41,"Sebnitzer Straße, 41, Dresden",51.0682013,13.7581169582,344,Erdarmatur,4,840,3
364,PE-FWI-4-8374,Böllstraße,14,"Böllstraße, 14, Dresden",51.0219004,13.7333857,345,Erdarmatur,4,720,3
365,PE-FWI-4-3559,Katharinenstraße,1,"Katharinenstraße, 1, Dresden",51.06661425,13.7477478223,346,Erdarmatur,4,780,3
366,PE-FWI-4-1935,Wurzener Straße,54,"Wurzener Straße, 54, Dresden",51.08103815,13.7167547625,347,Erdarmatur,4,600,3
367,PE-FWI-2-8063,Hetzdorfer Straße,3,"Hetzdorfer Straße, 3, Dresden",51.046374,13.6752232,348,Kontrollschacht,2,780,2
368,PE-FWI-3-9799,An der Mauer,7,"An der Mauer, 7, Dresden",51.0479314,13.738387,349,Belüftung,3,840,1
369,PE-FWI-4-6167,Tzschimmerstraße,10,"Tzschimmerstraße, 10, Dresden",51.0470893,13.7958196,350,Erdarmatur,4,840,3
370,PE-FWI-4-3822,Geblerstraße,8,"Geblerstraße, 8, Dresden",51.0911652,13.7024523687,351,Erdarmatur,4,600,3
371,PE-FWI-2-9524,Tiergartenstraße,76,"Tiergartenstraße, 76, Dresden",51.0295434,13.7703095886,352,KontrollBauwerk,2,720,2
372,PE-FWI-3-9181,Dobritzer Straße,5,"Dobritzer Straße, 5, Dresden",51.0243723,13.8055118,353,Entlüftung,3,660,1
373,PE-FWI-4-8823,Stauffenbergallee,36,"Stauffenbergallee, 36, Dresden",51.0774049,13.7530533,354,Erdarmatur,4,600,3
374,PE-FWI-2-7172,Bergstraße,8,"Bergstraße, 8, Dresden",51.0389796,13.728264,355,Zuluftschacht,2,960,2
375,PE-FWI-4-3315,Theresienstraße,18,"Theresienstraße, 18, Dresden",51.0625521,13.7442301,356,Erdarmatur,4,900,3
376,PE-FWI-4-6944,Münzmeisterstraße,12,"Münzmeisterstraße, 12, Dresden",51.0228233,13.7401675,357,Erdarmatur,4,660,3
377,PE-FWI-2-7843,Schneebergstraße,9,"Schneebergstraße, 9, Dresden",51.0357804,13.7866918,358,Zuluftschacht,2,1020,2
378,PE-FWI-2-5165,Kieler Straße,27,"Kieler Straße, 27, Dresden",51.11259685,13.7780349,359,Zuluftschacht,2,1200,2
379,PE-FWI-3-7306,Nieritzstraße,1,"Nieritzstraße, 1, Dresden",51.0614321,13.742022,360,Entlüftung,3,660,1
380,PE-FWI-4-4965,Sternstraße,1,"Sternstraße, 1, Dresden",51.0794074,13.7132027,361,Erdarmatur,4,900,3
381,PE-FWI-4-6077,Stephanienplatz,3,"Stephanienplatz, 3, Dresden",51.0472235,13.7644246,362,Erdarmatur,4,660,3
382,PE-FWI-4-149,Nicolaistraße,18,"Nicolaistraße, 18, Dresden",51.0465134,13.768686,363,Erdarmatur,4,720,3
